year	site	block	plot	sr	fr	fgc	mix.nest	mix	grass	forb	legume	funct	GRASS	FORB	LEG	species	level	biomass
2	Greece	G	M4P060	4	2	4	106	98	Yes	Yes	No	g	Yes	No	No	G4PHACOE1	Species	52.8
2	Greece	F	M4P016	4	2	4	106	98	Yes	Yes	No	f	No	Yes	No	H4GLAITA1	Species	1
2	Greece	G	M4P060	4	2	4	106	98	Yes	Yes	No	f	No	Yes	No	H4GLAITA1	Species	3.9
2	Greece	F	M4P018	4	3	7	107	99	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	127.6
2	Greece	G	M4P035	4	3	7	107	99	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	54.2
2	Greece	F	M4P018	4	3	7	107	99	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	53.3
2	Greece	F	M4P018	4	3	7	107	99	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	1
2	Greece	G	M4P035	4	3	7	107	99	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	48
2	Greece	G	M4P035	4	3	7	107	99	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	2.1
2	Greece	F	M4P018	4	3	7	107	99	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	87.8
2	Greece	G	M4P035	4	3	7	107	99	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	24.6
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	54.4
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	25.3
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	43.9
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	30.8
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	17
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	2.9
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.4
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	64.4
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	10.7
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	1.9
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	3.5
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	23
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.5
2	Greece	F	M4P019	8	3	7	108	100	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	36.6
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	1
2	Greece	G	M4P058	8	3	7	108	100	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	26.8
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	19.1
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	9
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.8
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	113.7
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	5.2
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	20.1
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	0
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	1.6
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	301
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	1.5
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	28.6
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	2.3
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	52.9
2	Greece	F	M4P024	8	3	7	109	101	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	4.8
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	27
2	Greece	G	M4P044	8	3	7	109	101	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	4
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	35.1
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	19.8
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	38.5
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	2.4
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	38.6
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	18
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	16.1
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	3
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	7.5
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	3.1
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	6.5
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	31.6
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0
2	Greece	F	M4P002	8	3	7	110	102	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	9.1
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0.3
2	Greece	G	M4P051	8	3	7	110	102	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	20.5
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	70.3
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	71.1
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	91.9
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	31.6
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	10.8
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	153.1
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	5
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.8
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	210
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	0.3
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.9
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	12.7
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	1.5
2	Greece	F	M4P029	8	3	7	111	103	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	25.7
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	2.8
2	Greece	G	M4P041	8	3	7	111	103	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	10.5
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	21.8
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	6.3
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	4.6
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	22.4
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	1.4
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	4.8
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.2
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	3.9
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	2
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	142.8
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.6
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	18.8
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4LAGCUM1	Species	0.1
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	20.6
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.1
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	6.5
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.8
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	0.3
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	2.2
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	255.3
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	1.7
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	5.5
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4LAGCUM1	Species	0.1
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	5.8
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.5
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	7.5
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0.1
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.3
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	9.1
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4TETPUR1	Species	0.4
2	Greece	F	M4P022	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	0.3
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0.8
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.7
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	5.9
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4TETPUR1	Species	0
2	Greece	G	M4P046	18	3	7	112	104	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	0.2
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	32.4
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	3.1
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	24.9
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	1.2
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	3.9
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	39.3
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	9.4
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	31.5
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	0.5
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	3.6
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.7
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	1
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	1.1
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	117.8
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.9
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	4.9
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	7.5
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	3.2
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	0.4
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.3
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	1.8
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	4.1
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	159.4
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.8
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	0.2
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	64.8
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	1.7
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.1
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	17.3
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	1
2	Greece	F	M4P009	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	7.2
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.3
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	0
2	Greece	G	M4P038	18	3	7	113	105	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	0.4
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	104.2
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	12.8
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	19.5
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	2.9
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4AVEBAR1	Species	35.9
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	4.3
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4HORBUL1	Species	30.6
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	1.2
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.7
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	8.5
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	30.7
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.6
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	30.7
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4LAGCUM1	Species	0
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	24.8
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	4.8
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.2
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	8.2
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0.3
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	2.6
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	37.5
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4GLAITA1	Species	0.4
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	0
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4LAGCUM1	Species	0
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	5.8
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	4.2
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	12.4
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	1
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	0
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	12
2	Greece	F	M4P012	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	13
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.2
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	0
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	7.9
2	Greece	G	M4P054	18	3	7	114	106	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	2.9
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	2
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	2.1
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	4.9
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4BROINT1	Species	9.6
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4HORGEN1	Species	10
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	g	Yes	No	No	G4PHACOE1	Species	50.6
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	0
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4BELTRI1	Species	0
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	4.4
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	4
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	87.2
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	138.3
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	0.9
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	17.1
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.1
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	0.3
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4ANTCOT1	Species	1.2
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4BELTRI1	Species	0.3
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4CATLUT1	Species	3.2
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4CREFOE1	Species	6.5
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4DAUCAR1	Species	26.3
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4HIRINC1	Species	114.3
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4MALSYL1	Species	0.2
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4PICECH1	Species	0.7
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4PLALAG1	Species	0.1
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	f	No	Yes	No	H4TRAHYB1	Species	7.1
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	1.2
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	24.7
2	Greece	F	M4P026	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	0.8
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4MEDLUP1	Species	0.3
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4PSOBIT1	Species	0.1
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4SCOMUR1	Species	0
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4SECPAR1	Species	7.4
2	Greece	G	M4P032	18	3	7	115	107	Yes	Yes	Yes	l	No	No	Yes	L4TRILAP1	Species	1.3
2	Ireland	H	R5P017	1	1	1	116	1	Yes	No	No	g	Yes	No	No	G5ALOPRA1	Species	168.8
2	Ireland	I	R5P041	1	1	1	116	1	Yes	No	No	g	Yes	No	No	G5ALOPRA1	Species	256.8
2	Ireland	H	R5P005	1	1	1	117	5	Yes	No	No	g	Yes	No	No	G5HOLLAN1	Species	501.2
2	Ireland	I	R5P072	1	1	1	117	5	Yes	No	No	g	Yes	No	No	G5HOLLAN1	Species	NA
2	Ireland	H	R5P010	1	1	3	118	7	No	No	Yes	l	No	No	Yes	L5TRIREP1	Species	88.8
2	Ireland	I	R5P060	1	1	3	118	7	No	No	Yes	l	No	No	Yes	L5TRIREP1	Species	1.2
2	Ireland	H	R5P027	1	1	2	119	9	No	Yes	No	f	No	Yes	No	H5PLALAN1	Species	322
2	Ireland	I	R5P063	1	1	2	119	9	No	Yes	No	f	No	Yes	No	H5PLALAN1	Species	298.8
2	Ireland	H	R5P003	1	1	1	120	108	Yes	No	No	g	Yes	No	No	G5AGRCAP1	Species	183.2
2	Ireland	I	R5P071	1	1	1	120	108	Yes	No	No	g	Yes	No	No	G5AGRCAP1	Species	486.4
